region_name,model,issue_date,lead_day,forecast_date,temp_max,temp_min,apparent_temp,wind_chill,heat_index,relative_humidity,wind_speed,wind_gust,cloud_cover,shortwave_radiation,precipitation,snowfall
临沂,jma_seamless,2025-02-01,3,2025-02-04,3.4,-3.5,-5.3,,,22.2,3.3,,4.5,,0.0,0.0
临沂,jma_seamless,2025-01-31,4,2025-02-04,4.0,-2.8,-4.9,-5.2,,21.8,6.0,,8.2,,0.0,0.0
临沂,jma_seamless,2025-01-30,5,2025-02-04,3.5,-2.9,-5.6,-5.9,,20.7,7.2,,4.7,,0.0,0.0
临沂,jma_seamless,2025-01-29,6,2025-02-04,5.4,-3.1,-4.6,-6.0,,23.5,7.0,,8.6,,0.0,0.0
临沂,jma_seamless,2025-01-28,7,2025-02-04,-0.2,-3.0,-7.8,-7.8,,15.2,13.7,,0.0,,0.0,0.0
临沂,ecmwf_ifs025,2025-02-04,1,2025-02-05,1.0,-4.6,-7.4,-8.6,,31.5,9.2,,4.3,14.39,0.0,
临沂,ecmwf_ifs025,2025-02-03,2,2025-02-05,1.5,-5.2,-6.9,-9.1,,30.3,8.7,,7.8,14.16,0.0,
临沂,ecmwf_ifs025,2025-02-02,3,2025-02-05,1.1,-4.8,-7.0,-8.6,,28.5,8.7,,17.0,13.82,0.0,
临沂,ecmwf_ifs025,2025-02-01,4,2025-02-05,3.3,-4.9,-6.3,-8.3,,25.3,7.4,,19.9,13.73,0.0,
临沂,ecmwf_ifs025,2025-01-31,5,2025-02-05,4.2,-4.8,-6.0,-8.3,,23.8,7.7,,18.5,13.57,0.0,
临沂,ecmwf_ifs025,2025-01-30,6,2025-02-05,5.4,-4.6,-5.2,,,27.6,4.8,,21.9,15.29,0.0,
临沂,ecmwf_ifs025,2025-01-29,7,2025-02-05,0.5,-5.2,-7.8,-9.4,,25.9,9.5,,3.2,15.84,0.0,
临沂,gfs_seamless,2025-02-04,1,2025-02-05,1.4,-3.9,-7.0,-8.8,,19.9,13.2,45.7,8.1,15.67,0.0,0.0
临沂,gfs_seamless,2025-02-03,2,2025-02-05,1.6,-4.4,-7.0,-9.3,,20.0,12.7,45.0,8.7,15.56,0.0,0.0
临沂,gfs_seamless,2025-02-02,3,2025-02-05,1.6,-3.6,-6.7,-8.0,,20.6,11.5,34.9,2.7,15.55,0.0,0.0
临沂,gfs_seamless,2025-02-01,4,2025-02-05,2.6,-2.1,-5.8,-6.2,,23.8,11.5,42.8,8.8,15.46,0.0,0.0
临沂,gfs_seamless,2025-01-31,5,2025-02-05,5.2,-1.6,-3.7,-5.2,,25.5,9.8,33.1,8.4,15.16,0.0,0.0
临沂,gfs_seamless,2025-01-30,6,2025-02-05,7.6,-1.7,-2.6,-4.5,,26.8,7.2,20.5,19.2,14.94,0.0,0.0
临沂,gfs_seamless,2025-01-29,7,2025-02-05,4.8,-5.0,-5.8,-10.0,,27.1,12.6,41.8,70.9,12.66,0.0,0.0
临沂,jma_seamless,2025-02-04,1,2025-02-05,1.5,-2.9,-6.2,-6.2,,19.5,8.1,,4.4,,0.0,0.0
临沂,jma_seamless,2025-02-03,2,2025-02-05,1.2,-3.3,-6.6,-6.9,,19.7,8.7,,3.2,,0.0,0.0
临沂,jma_seamless,2025-02-02,3,2025-02-05,0.5,-2.6,-6.7,-6.1,,18.0,8.9,,6.8,,0.0,0.0
临沂,jma_seamless,2025-02-01,4,2025-02-05,-0.6,-2.6,-7.3,-6.6,,14.9,10.6,,0.7,,0.0,0.0
临沂,jma_seamless,2025-01-31,5,2025-02-05,-0.1,-3.8,-7.6,-7.7,,15.1,9.5,,0.0,,0.0,0.0
临沂,jma_seamless,2025-01-30,6,2025-02-05,0.7,-3.3,-7.2,-7.3,,15.3,10.0,,9.5,,0.0,0.0
临沂,jma_seamless,2025-01-29,7,2025-02-05,0.6,-4.9,-7.9,-8.7,,12.9,8.6,,0.0,,0.0,0.0
临沂,ecmwf_ifs025,2025-02-05,1,2025-02-06,6.5,-5.1,-5.2,-9.7,,34.2,10.9,,25.0,12.88,0.0,
临沂,ecmwf_ifs025,2025-02-04,2,2025-02-06,6.8,-5.7,-5.6,-9.9,,30.8,9.4,,24.4,12.74,0.0,
临沂,ecmwf_ifs025,2025-02-03,3,2025-02-06,6.3,-5.9,-5.6,-10.1,,34.9,9.3,,22.2,12.82,0.0,
临沂,ecmwf_ifs025,2025-02-02,4,2025-02-06,6.3,-6.4,-5.7,-10.8,,34.0,9.5,,29.1,13.25,0.0,
临沂,ecmwf_ifs025,2025-02-01,5,2025-02-06,5.4,-5.7,-5.7,-9.2,,31.8,7.4,,23.6,13.05,0.0,
临沂,ecmwf_ifs025,2025-01-31,6,2025-02-06,6.1,-5.7,-5.2,-9.5,,33.8,8.1,,30.8,15.33,0.0,
临沂,ecmwf_ifs025,2025-01-30,7,2025-02-06,4.4,-4.2,-5.2,-7.4,,37.0,7.3,,48.2,15.9,0.0,
临沂,gfs_seamless,2025-02-05,1,2025-02-06,5.0,-3.1,-5.1,-7.9,,23.5,13.6,63.0,72.5,13.35,0.0,0.0
临沂,gfs_seamless,2025-02-04,2,2025-02-06,4.8,-3.9,-5.8,-9.1,,22.5,14.3,58.3,48.7,14.55,0.0,0.0
临沂,gfs_seamless,2025-02-03,3,2025-02-06,6.0,-4.0,-4.8,-8.3,,21.3,10.7,33.8,82.6,13.94,0.0,0.0
临沂,gfs_seamless,2025-02-02,4,2025-02-06,6.0,-3.2,-4.0,-7.3,,21.5,10.5,29.9,23.3,15.53,0.0,0.0
临沂,gfs_seamless,2025-02-01,5,2025-02-06,6.4,-2.2,-3.3,-5.7,,24.4,9.2,25.2,50.2,14.76,0.0,0.0
临沂,gfs_seamless,2025-01-31,6,2025-02-06,6.4,-2.0,-2.9,-5.3,,35.1,8.7,24.1,75.1,13.77,0.0,0.0
临沂,gfs_seamless,2025-01-30,7,2025-02-06,10.6,-1.4,-1.1,-4.9,,41.9,9.6,34.6,72.7,12.11,0.0,0.0
临沂,jma_seamless,2025-02-05,1,2025-02-06,5.9,-2.8,-4.2,-6.1,,19.4,8.1,,24.5,,0.0,0.0
临沂,jma_seamless,2025-02-04,2,2025-02-06,5.4,-2.9,-4.8,-6.0,,18.2,7.5,,28.1,,0.0,0.0
临沂,jma_seamless,2025-02-03,3,2025-02-06,5.4,-2.5,-4.4,-5.3,,19.0,6.9,,29.0,,0.0,0.0
临沂,jma_seamless,2025-02-02,4,2025-02-06,5.2,-2.5,-4.8,-5.4,,18.8,7.2,,31.0,,0.0,0.0
临沂,jma_seamless,2025-02-01,5,2025-02-06,4.5,-3.7,-5.4,-7.3,,15.3,8.7,,6.2,,0.0,0.0
临沂,jma_seamless,2025-01-31,6,2025-02-06,2.9,-3.4,-6.2,-7.2,,14.8,9.4,,0.0,,0.0,0.0
临沂,jma_seamless,2025-01-30,7,2025-02-06,3.8,-4.8,-6.2,-8.7,,14.4,8.8,,6.6,,0.0,0.0
临沂,ecmwf_ifs025,2025-02-06,1,2025-02-07,-2.1,-9.9,-12.8,-17.5,,14.3,18.9,,0.1,14.83,0.0,
临沂,ecmwf_ifs025,2025-02-05,2,2025-02-07,-2.7,-9.4,-12.7,-16.7,,10.1,17.8,,0.7,14.84,0.0,
临沂,ecmwf_ifs025,2025-02-04,3,2025-02-07,-2.3,-9.5,-12.5,-16.7,,12.3,17.3,,7.1,14.22,0.0,
临沂,ecmwf_ifs025,2025-02-03,4,2025-02-07,-0.6,-9.3,-11.5,-16.1,,16.8,15.7,,15.5,14.24,0.0,
临沂,ecmwf_ifs025,2025-02-02,5,2025-02-07,-1.1,-6.9,-10.1,-13.0,,25.8,15.5,,18.1,13.49,0.0,
临沂,ecmwf_ifs025,2025-02-01,6,2025-02-07,-1.4,-7.8,-9.8,-14.4,,20.8,16.4,,8.6,15.57,0.0,
临沂,ecmwf_ifs025,2025-01-31,7,2025-02-07,8.1,-2.6,-2.6,-5.8,,49.0,8.1,,13.1,16.02,0.0,
临沂,gfs_seamless,2025-02-06,1,2025-02-07,-3.0,-8.2,-12.6,-15.8,,17.3,21.0,62.6,0.7,16.23,0.0,0.0
临沂,gfs_seamless,2025-02-05,2,2025-02-07,-2.9,-8.9,-12.6,-16.4,,15.7,19.5,55.1,0.2,16.17,0.0,0.0
临沂,gfs_seamless,2025-02-04,3,2025-02-07,-0.5,-9.6,-12.0,-17.2,,15.2,19.2,59.4,12.8,16.16,0.0,0.0
临沂,gfs_seamless,2025-02-03,4,2025-02-07,0.8,-9.4,-11.6,-17.2,,15.9,20.6,59.4,30.5,15.74,0.0,0.0
临沂,gfs_seamless,2025-02-02,5,2025-02-07,9.3,-6.1,-5.4,-11.8,,26.3,14.3,45.4,18.7,15.33,0.0,0.0
临沂,gfs_seamless,2025-02-01,6,2025-02-07,10.3,0.6,-0.7,-3.2,,39.9,12.4,43.6,92.0,13.96,0.0,0.0
临沂,gfs_seamless,2025-01-31,7,2025-02-07,8.0,-1.2,-2.0,-6.0,,53.5,15.4,49.7,87.6,12.81,0.0,0.0
临沂,jma_seamless,2025-02-06,1,2025-02-07,-1.1,-8.0,-11.2,-14.4,,12.5,15.3,,0.1,,0.0,0.0
临沂,jma_seamless,2025-02-05,2,2025-02-07,-1.6,-8.1,-11.2,-14.5,,12.0,15.4,,0.0,,0.0,0.0
临沂,jma_seamless,2025-02-04,3,2025-02-07,1.3,-7.9,-10.4,-14.2,,11.9,15.1,,0.4,,0.0,0.0
临沂,jma_seamless,2025-02-03,4,2025-02-07,1.6,-8.3,-10.7,-15.0,,11.6,16.3,,5.3,,0.0,0.0
临沂,jma_seamless,2025-02-02,5,2025-02-07,-1.9,-7.8,-11.0,-13.5,,14.5,13.0,,0.5,,0.0,0.0
临沂,jma_seamless,2025-02-01,6,2025-02-07,6.3,-5.9,-5.4,-9.2,,18.6,6.8,,0.0,,0.0,0.0
临沂,jma_seamless,2025-01-31,7,2025-02-07,4.9,-3.4,-4.7,,,23.1,2.8,,19.2,,0.0,0.0
临沂,ecmwf_ifs025,2025-02-07,1,2025-02-08,0.5,-8.2,-9.5,-12.5,,12.3,8.4,,3.3,14.63,0.0,
临沂,ecmwf_ifs025,2025-02-06,2,2025-02-08,0.8,-9.2,-9.9,-13.8,,13.0,8.7,,6.8,14.53,0.0,
临沂,ecmwf_ifs025,2025-02-05,3,2025-02-08,0.8,-9.6,-9.9,-14.0,,10.6,8.0,,4.2,14.4,0.0,
临沂,ecmwf_ifs025,2025-02-04,4,2025-02-08,0.4,-9.4,-10.0,-13.7,,10.9,7.9,,11.5,14.32,0.0,
临沂,ecmwf_ifs025,2025-02-03,5,2025-02-08,0.2,-8.8,-10.2,-13.4,,9.1,8.7,,2.9,14.55,0.0,
临沂,ecmwf_ifs025,2025-02-02,6,2025-02-08,0.3,-8.7,-10.2,-13.5,,11.5,9.3,,13.5,15.72,0.0,
临沂,ecmwf_ifs025,2025-02-01,7,2025-02-08,-0.7,-8.9,-8.4,-13.3,,28.3,8.3,,3.6,16.35,0.0,
临沂,gfs_seamless,2025-02-07,1,2025-02-08,-0.2,-8.0,-9.5,-12.2,,14.5,8.2,16.9,74.7,14.73,0.0,0.0
临沂,gfs_seamless,2025-02-06,2,2025-02-08,-0.1,-7.8,-9.5,-12.6,,16.8,9.9,21.6,46.9,15.97,0.0,0.0
临沂,gfs_seamless,2025-02-05,3,2025-02-08,-0.1,-6.9,-8.9,-11.2,,15.8,8.9,15.1,47.8,16.07,0.0,0.0
临沂,gfs_seamless,2025-02-04,4,2025-02-08,0.4,-7.9,-8.9,-12.1,,14.9,8.1,17.3,47.1,16.16,0.0,0.0
临沂,gfs_seamless,2025-02-03,5,2025-02-08,0.3,-8.3,-9.3,-12.5,,13.8,8.1,14.8,18.0,15.84,0.0,0.0
临沂,gfs_seamless,2025-02-02,6,2025-02-08,1.8,-6.2,-7.6,-11.8,,29.6,14.0,47.5,55.1,15.39,0.0,0.0
临沂,gfs_seamless,2025-02-01,7,2025-02-08,8.6,-2.2,-3.1,-7.7,,70.4,18.3,51.8,100.0,10.32,0.3,0.0
临沂,jma_seamless,2025-02-07,1,2025-02-08,-1.0,-6.4,-9.1,-10.3,,11.7,8.0,,0.0,,0.0,0.0
临沂,jma_seamless,2025-02-06,2,2025-02-08,-0.8,-6.1,-8.9,-9.8,,13.4,7.8,,13.5,,0.0,0.0
临沂,jma_seamless,2025-02-05,3,2025-02-08,-0.9,-6.1,-8.9,-9.9,,13.9,8.1,,4.2,,0.0,0.0
临沂,jma_seamless,2025-02-04,4,2025-02-08,-0.9,-6.2,-9.0,-10.1,,13.4,8.3,,0.0,,0.0,0.0
临沂,jma_seamless,2025-02-03,5,2025-02-08,-0.8,-5.8,-9.0,-10.1,,13.0,9.5,,0.0,,0.0,0.0
临沂,jma_seamless,2025-02-02,6,2025-02-08,-1.1,-6.3,-9.3,-10.7,,15.1,9.7,,0.0,,0.0,0.0
临沂,jma_seamless,2025-02-01,7,2025-02-08,4.5,-3.3,-4.9,-5.7,,29.2,5.7,,45.2,,0.0,0.0
临沂,ecmwf_ifs025,2025-02-08,1,2025-02-09,2.1,-8.9,-7.8,,,22.8,3.8,,0.1,14.73,0.0,
临沂,ecmwf_ifs025,2025-02-07,2,2025-02-09,2.3,-8.3,-7.5,,,21.1,4.2,,1.2,14.75,0.0,
临沂,ecmwf_ifs025,2025-02-06,3,2025-02-09,2.4,-8.4,-7.6,,,18.5,4.4,,4.2,14.69,0.0,
临沂,ecmwf_ifs025,2025-02-05,4,2025-02-09,2.4,-8.4,-7.5,,,18.5,4.1,,6.4,14.7,0.0,
临沂,ecmwf_ifs025,2025-02-04,5,2025-02-09,3.0,-9.3,-8.1,-12.3,,17.2,5.3,,3.2,14.66,0.0,
临沂,ecmwf_ifs025,2025-02-03,6,2025-02-09,2.9,-7.9,-8.3,-12.1,,11.6,8.2,,6.1,15.85,0.0,
临沂,ecmwf_ifs025,2025-02-02,7,2025-02-09,2.4,-8.5,-8.5,-11.5,,15.1,5.5,,0.0,16.55,0.0,
临沂,gfs_seamless,2025-02-08,1,2025-02-09,2.5,-6.3,-6.5,,,18.1,4.4,10.8,25.8,16.06,0.0,0.0
临沂,gfs_seamless,2025-02-07,2,2025-02-09,3.1,-5.4,-5.9,,,17.6,4.7,10.4,29.3,16.01,0.0,0.0
临沂,gfs_seamless,2025-02-06,3,2025-02-09,3.1,-5.5,-6.1,-8.0,,17.8,5.3,9.7,15.7,16.17,0.0,0.0
临沂,gfs_seamless,2025-02-05,4,2025-02-09,2.8,-4.0,-5.7,-6.5,,18.0,5.8,10.8,12.8,16.13,0.0,0.0
临沂,gfs_seamless,2025-02-04,5,2025-02-09,3.0,-5.3,-5.9,-7.5,,17.6,4.9,10.4,13.2,15.88,0.0,0.0
临沂,gfs_seamless,2025-02-03,6,2025-02-09,3.7,-5.6,-6.1,,,16.6,4.3,9.0,6.2,15.92,0.0,0.0
临沂,gfs_seamless,2025-02-02,7,2025-02-09,4.5,-5.4,-5.8,-9.1,,21.0,8.1,33.5,19.4,16.02,0.0,0.0
临沂,jma_seamless,2025-02-08,1,2025-02-09,0.6,-5.8,-7.2,,,17.2,2.9,,0.0,,0.0,0.0
临沂,jma_seamless,2025-02-07,2,2025-02-09,0.5,-5.7,-7.1,,,16.0,2.1,,0.6,,0.0,0.0
临沂,jma_seamless,2025-02-06,3,2025-02-09,0.6,-5.5,-7.2,,,17.3,3.3,,5.7,,0.0,0.0
临沂,jma_seamless,2025-02-05,4,2025-02-09,0.5,-5.5,-7.1,,,20.0,2.1,,0.0,,0.0,0.0
临沂,jma_seamless,2025-02-04,5,2025-02-09,0.7,-5.8,-7.3,,,19.5,3.4,,0.0,,0.0,0.0
临沂,jma_seamless,2025-02-03,6,2025-02-09,0.0,-5.5,-7.6,,,17.1,4.0,,0.3,,0.0,0.0
临沂,jma_seamless,2025-02-02,7,2025-02-09,1.0,-5.6,-7.1,,,18.2,4.7,,11.2,,0.0,0.0
临沂,ecmwf_ifs025,2025-02-09,1,2025-02-10,8.1,-4.2,-3.9,-7.6,,27.6,7.8,,10.5,14.52,0.0,
临沂,ecmwf_ifs025,2025-02-08,2,2025-02-10,8.0,-4.1,-4.0,-7.7,,29.3,8.5,,7.0,14.47,0.0,
临沂,ecmwf_ifs025,2025-02-07,3,2025-02-10,7.7,-4.1,-4.0,-7.7,,34.7,8.3,,5.1,13.64,0.0,
临沂,ecmwf_ifs025,2025-02-06,4,2025-02-10,7.9,-4.7,-4.1,-8.3,,33.6,8.2,,11.8,14.21,0.0,
临沂,ecmwf_ifs025,2025-02-05,5,2025-02-10,7.9,-4.6,-4.1,-8.3,,33.7,8.4,,5.0,13.92,0.0,
临沂,ecmwf_ifs025,2025-02-04,6,2025-02-10,7.5,-5.0,-4.6,-8.9,,30.6,8.9,,8.3,15.99,0.0,
临沂,ecmwf_ifs025,2025-02-03,7,2025-02-10,6.2,-7.4,-5.9,-11.4,,23.7,8.0,,10.5,16.67,0.0,
临沂,gfs_seamless,2025-02-09,1,2025-02-10,7.5,-2.6,-3.2,-5.8,,29.2,8.1,15.1,54.4,15.08,0.0,0.0
临沂,gfs_seamless,2025-02-08,2,2025-02-10,7.6,-2.5,-2.9,-5.7,,30.0,8.1,15.8,71.2,15.3,0.0,0.0
临沂,gfs_seamless,2025-02-07,3,2025-02-10,8.6,-2.5,-2.6,-6.0,,27.7,8.9,19.1,50.2,15.67,0.0,0.0
临沂,gfs_seamless,2025-02-06,4,2025-02-10,6.6,-3.2,-3.6,-6.7,,28.2,8.5,18.0,56.8,12.63,0.0,0.0
临沂,gfs_seamless,2025-02-05,5,2025-02-10,7.4,-1.9,-2.7,-4.5,,32.8,6.8,24.8,22.4,15.43,0.0,0.0
临沂,gfs_seamless,2025-02-04,6,2025-02-10,6.9,-3.2,-3.4,-6.8,,34.3,8.8,24.1,65.2,13.49,0.0,0.0
临沂,gfs_seamless,2025-02-03,7,2025-02-10,5.5,-2.6,-4.3,-5.9,,28.1,8.3,31.0,77.0,13.17,0.0,0.0
临沂,jma_seamless,2025-02-09,1,2025-02-10,5.7,-2.8,-4.4,-5.3,,18.9,6.1,,7.6,,0.0,0.0
临沂,jma_seamless,2025-02-08,2,2025-02-10,5.0,-2.8,-4.6,-5.1,,18.6,5.7,,12.2,,0.0,0.0
临沂,jma_seamless,2025-02-07,3,2025-02-10,5.3,-2.8,-4.6,-5.4,,18.7,6.3,,10.3,,0.0,0.0
临沂,jma_seamless,2025-02-06,4,2025-02-10,4.6,-3.2,-4.9,-5.4,,18.9,5.4,,2.4,,0.0,0.0
临沂,jma_seamless,2025-02-05,5,2025-02-10,5.3,-2.9,-4.6,-5.5,,20.9,6.4,,7.3,,0.0,0.0
临沂,jma_seamless,2025-02-04,6,2025-02-10,5.4,-3.4,-4.6,-6.2,,21.5,6.6,,0.0,,0.0,0.0
临沂,jma_seamless,2025-02-03,7,2025-02-10,3.8,-3.4,-5.4,-6.2,,17.9,6.5,,15.2,,0.0,0.0
临沂,ecmwf_ifs025,2025-02-10,1,2025-02-11,9.0,-2.0,-0.4,-4.9,,66.2,7.6,,51.2,11.06,2.1,
临沂,ecmwf_ifs025,2025-02-09,2,2025-02-11,6.2,-2.0,-1.7,-5.1,,68.5,7.9,,57.7,6.48,3.6,
临沂,ecmwf_ifs025,2025-02-08,3,2025-02-11,5.0,-1.9,-2.1,-4.5,,77.5,6.8,,55.0,3.98,5.1,
临沂,ecmwf_ifs025,2025-02-07,4,2025-02-11,5.3,-2.0,-2.1,-4.3,,80.4,6.0,,54.3,4.8,3.3,
临沂,ecmwf_ifs025,2025-02-06,5,2025-02-11,7.4,-2.0,-1.4,-4.5,,74.4,6.5,,48.1,8.31,0.6,
临沂,ecmwf_ifs025,2025-02-05,6,2025-02-11,4.3,-1.1,-2.4,-3.5,,80.1,6.6,,56.1,8.19,0.0,
临沂,ecmwf_ifs025,2025-02-04,7,2025-02-11,8.0,-2.6,-2.2,-6.7,,69.2,11.0,,38.5,16.4,0.9,
临沂,gfs_seamless,2025-02-10,1,2025-02-11,11.0,-1.0,0.1,-4.2,,63.0,8.9,32.0,71.3,11.59,4.5,0.0
临沂,gfs_seamless,2025-02-09,2,2025-02-11,10.9,-1.0,-0.4,-4.4,,65.9,9.6,27.0,67.8,10.79,6.9,0.0
临沂,gfs_seamless,2025-02-08,3,2025-02-11,10.0,-0.9,0.3,-4.1,,63.4,8.9,26.3,75.6,10.77,4.7,0.0
临沂,gfs_seamless,2025-02-07,4,2025-02-11,10.4,-0.8,-0.0,-3.6,,61.2,7.7,18.4,66.5,9.6,4.9,0.0
临沂,gfs_seamless,2025-02-06,5,2025-02-11,10.3,-0.8,0.3,-3.7,,67.4,8.2,20.9,67.7,12.44,2.8,0.0
临沂,gfs_seamless,2025-02-05,6,2025-02-11,8.5,0.5,-0.1,-3.2,,70.5,11.8,34.2,98.0,6.95,1.6,0.0
临沂,gfs_seamless,2025-02-04,7,2025-02-11,6.1,-1.8,-1.0,-5.1,,89.8,8.8,25.6,97.5,3.49,2.7,0.1
临沂,jma_seamless,2025-02-10,1,2025-02-11,7.4,-0.6,-1.5,-2.7,,53.2,5.9,,49.1,,3.3,0.0
临沂,jma_seamless,2025-02-09,2,2025-02-11,6.8,-0.8,-2.1,-2.8,,51.9,5.7,,48.2,,6.3,0.0
临沂,jma_seamless,2025-02-08,3,2025-02-11,8.0,-0.9,-1.5,-2.9,,48.1,5.7,,34.5,,3.9,0.0
临沂,jma_seamless,2025-02-07,4,2025-02-11,8.3,-0.9,-1.2,-2.6,,49.7,4.9,,40.8,,3.0,0.0
临沂,jma_seamless,2025-02-06,5,2025-02-11,5.3,-1.0,-2.3,-2.9,,64.8,5.4,,74.2,,3.6,0.0
临沂,jma_seamless,2025-02-05,6,2025-02-11,6.4,-0.8,-1.3,,,53.8,4.8,,52.0,,0.0,0.0
临沂,jma_seamless,2025-02-04,7,2025-02-11,8.6,-1.3,-1.4,-3.4,,43.2,5.8,,48.0,,0.0,0.0
临沂,ecmwf_ifs025,2025-02-11,1,2025-02-12,7.6,0.7,-1.3,-3.1,,60.2,12.5,,34.6,12.43,0.0,
临沂,ecmwf_ifs025,2025-02-10,2,2025-02-12,7.3,0.4,-2.2,-3.3,,62.7,12.1,,46.1,11.93,0.0,
临沂,ecmwf_ifs025,2025-02-09,3,2025-02-12,7.8,1.5,-1.2,-2.2,,65.4,12.9,,51.4,10.59,0.0,
临沂,ecmwf_ifs025,2025-02-08,4,2025-02-12,7.6,0.5,-2.1,-3.4,,61.3,12.8,,33.8,11.24,0.0,
临沂,ecmwf_ifs025,2025-02-07,5,2025-02-12,9.9,2.1,0.5,-0.9,,68.6,10.5,,41.0,9.7,0.0,
临沂,ecmwf_ifs025,2025-02-06,6,2025-02-12,8.8,1.0,-1.2,-2.3,,70.4,10.8,,38.0,14.77,0.0,
临沂,ecmwf_ifs025,2025-02-05,7,2025-02-12,10.1,0.3,0.0,-3.5,,56.0,12.2,,33.4,7.06,0.0,
临沂,gfs_seamless,2025-02-11,1,2025-02-12,8.3,1.7,0.4,-2.3,,53.0,14.7,32.4,80.6,14.14,0.2,0.0
临沂,gfs_seamless,2025-02-10,2,2025-02-12,7.6,1.0,-0.6,-3.1,,50.4,14.7,34.2,75.1,14.19,0.1,0.0
临沂,gfs_seamless,2025-02-09,3,2025-02-12,7.3,1.2,-0.3,-3.0,,54.0,15.4,40.3,78.8,14.62,0.0,0.0
临沂,gfs_seamless,2025-02-08,4,2025-02-12,7.3,1.1,-1.0,-2.8,,51.0,13.6,35.6,71.1,14.8,0.0,0.0
临沂,gfs_seamless,2025-02-07,5,2025-02-12,9.3,2.0,1.5,-0.7,,56.3,9.3,27.7,98.4,14.23,0.4,0.0
临沂,gfs_seamless,2025-02-06,6,2025-02-12,9.4,1.7,-0.0,-2.3,,55.0,14.9,35.6,78.8,14.83,0.2,0.0
临沂,gfs_seamless,2025-02-05,7,2025-02-12,4.7,0.9,-0.8,-2.6,,84.0,11.6,34.2,92.0,2.32,0.6,0.0
临沂,jma_seamless,2025-02-11,1,2025-02-12,7.3,-0.5,-1.7,-4.1,,53.1,10.6,,34.8,,0.9,0.0
临沂,jma_seamless,2025-02-10,2,2025-02-12,7.8,-0.9,-1.9,-4.4,,52.2,10.2,,29.5,,0.3,0.0
临沂,jma_seamless,2025-02-09,3,2025-02-12,7.3,-1.3,-2.0,-4.6,,54.5,9.2,,32.1,,-0.3,0.0
临沂,jma_seamless,2025-02-08,4,2025-02-12,7.0,-1.1,-1.7,-4.4,,50.6,9.2,,34.2,,0.0,0.0
临沂,jma_seamless,2025-02-07,5,2025-02-12,9.1,-1.1,-0.9,-3.5,,55.4,6.4,,46.6,,0.3,-0.1
临沂,jma_seamless,2025-02-06,6,2025-02-12,9.4,0.8,0.6,-1.2,,61.5,6.3,,70.9,,1.2,0.0
临沂,jma_seamless,2025-02-05,7,2025-02-12,7.9,-0.2,-1.3,-2.4,,27.0,6.4,,44.0,,0.0,0.0
临沂,ecmwf_ifs025,2025-02-12,1,2025-02-13,11.1,-2.5,-1.4,-6.0,,45.5,9.1,,0.8,15.09,0.0,
临沂,ecmwf_ifs025,2025-02-11,2,2025-02-13,10.9,-2.3,-1.4,-5.7,,44.4,8.7,,0.3,14.91,0.0,
临沂,ecmwf_ifs025,2025-02-10,3,2025-02-13,11.0,-2.5,-1.6,-5.7,,44.3,8.1,,1.6,15.13,0.0,
临沂,ecmwf_ifs025,2025-02-09,4,2025-02-13,11.5,-2.5,-1.0,-4.9,,48.0,6.0,,0.0,14.94,0.0,
临沂,ecmwf_ifs025,2025-02-08,5,2025-02-13,11.0,-1.8,-1.3,-4.6,,41.2,7.3,,0.0,15.32,0.0,
临沂,ecmwf_ifs025,2025-02-07,6,2025-02-13,13.0,-1.3,0.3,-3.6,,47.1,6.3,,2.8,16.44,0.0,
临沂,ecmwf_ifs025,2025-02-06,7,2025-02-13,8.5,-2.4,-1.3,-5.0,,46.2,6.4,,6.9,17.18,0.0,
临沂,gfs_seamless,2025-02-12,1,2025-02-13,9.2,-0.9,-1.0,-4.2,,25.8,9.4,22.3,24.7,16.37,0.0,0.0
临沂,gfs_seamless,2025-02-11,2,2025-02-13,9.0,-1.1,-1.1,-4.4,,23.3,9.3,19.8,75.3,15.29,0.0,0.0
临沂,gfs_seamless,2025-02-10,3,2025-02-13,9.1,-1.1,-1.3,-4.6,,27.0,10.0,22.0,62.6,15.59,0.0,0.0
临沂,gfs_seamless,2025-02-09,4,2025-02-13,9.5,-0.9,-0.9,-4.1,,28.9,9.1,21.2,46.6,16.5,0.0,0.0
临沂,gfs_seamless,2025-02-08,5,2025-02-13,8.6,-1.1,-1.3,-4.4,,28.1,9.1,23.0,68.1,14.9,0.0,0.0
临沂,gfs_seamless,2025-02-07,6,2025-02-13,10.4,-0.6,0.5,-3.3,,35.8,7.7,20.9,63.1,15.25,0.0,0.0
临沂,gfs_seamless,2025-02-06,7,2025-02-13,7.4,-1.2,-1.4,-3.6,,25.6,6.4,19.4,94.0,14.21,0.0,0.0
临沂,jma_seamless,2025-02-12,1,2025-02-13,8.6,-2.6,-2.4,-5.0,,23.0,5.9,,14.3,,0.0,0.0
临沂,jma_seamless,2025-02-11,2,2025-02-13,8.6,-3.0,-2.5,-5.5,,23.6,6.1,,16.0,,-0.6,0.0
临沂,jma_seamless,2025-02-10,3,2025-02-13,8.5,-3.2,-2.5,-5.6,,22.6,5.8,,21.8,,0.0,0.0
临沂,jma_seamless,2025-02-09,4,2025-02-13,7.5,-3.3,-2.9,,,25.1,3.2,,13.9,,0.0,0.0
临沂,jma_seamless,2025-02-08,5,2025-02-13,8.6,-3.3,-2.3,,,25.1,3.1,,11.6,,-0.3,-0.2
